Sample_date,Sample_Time,DateTime, Station, Layer,SampleDepth_m,Salinity_ppt,pH,DO_mg/L,Turb_NTU,Chl_ug/L,BGA_RFU,Temp_C
7/28/2016,16:30:24,07/28/16 16:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.95,8.07,7.86,38.3,12.9,,29.86
7/28/2016,16:45:24,07/28/16 16:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.74,8.06,7.77,36,15.4,,29.97
7/28/2016,17:0:24,07/28/16 17:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12,8.04,7.53,39.4,13.7,,29.89
7/28/2016,17:15:25,07/28/16 17:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.95,8.03,7.52,33.3,15.2,,29.85
7/28/2016,17:30:25,07/28/16 17:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.94,8.01,7.4,33.4,13.1,,29.82
7/28/2016,17:45:25,07/28/16 17:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.97,7.99,7.3,37.4,12.2,,29.8
7/28/2016,18:0:24,07/28/16 18:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.96,7.99,7.31,31.7,13.4,,29.77
7/28/2016,18:15:24,07/28/16 18:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.88,7.99,7.31,29.9,16.1,,29.71
7/28/2016,18:30:24,07/28/16 18:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.88,7.97,7.24,27.8,15,,29.7
7/28/2016,18:45:24,07/28/16 18:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.93,7.99,7.23,24.7,16.7,,29.7
7/28/2016,19:0:24,07/28/16 19:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.84,7.97,7.16,22.7,17.5,,29.61
7/28/2016,19:15:25,07/28/16 19:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.75,7.96,7.07,24.2,16.1,,29.58
7/28/2016,19:30:25,07/28/16 19:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.8,7.92,6.92,22.9,16.4,,29.67
7/28/2016,19:45:25,07/28/16 19:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.31,7.83,6.51,17.2,17,,30.06
7/28/2016,20:0:25,07/28/16 20:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.21,7.96,6.95,20.7,22.9,,29.89
7/28/2016,20:15:25,07/28/16 20:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.16,7.97,7.08,15.6,24.7,,29.75
7/28/2016,20:30:25,07/28/16 20:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.34,8.02,7.33,13.9,30.4,,29.61
7/28/2016,20:45:24,07/28/16 20:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.2,7.97,6.93,13.8,22.9,,29.66
7/28/2016,21:0:25,07/28/16 21:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.35,8.1,7.35,11.7,36.9,,29.63
7/28/2016,21:15:25,07/28/16 21:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.3,8.03,6.99,14.7,22.9,,29.69
7/28/2016,21:30:24,07/28/16 21:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.33,7.99,6.86,10.5,20,,29.61
7/28/2016,21:45:24,07/28/16 21:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.19,7.9,6.58,13.1,18.7,,29.59
7/28/2016,22:0:24,07/28/16 22:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.21,7.91,6.47,13.3,14.2,,29.6
7/28/2016,22:15:25,07/28/16 22:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.35,7.94,6.64,12,11.9,,29.77
7/28/2016,22:30:24,07/28/16 22:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.3,7.9,6.55,11,13.3,,29.79
7/28/2016,22:45:25,07/28/16 22:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.34,8.03,6.77,11.9,12.5,,29.86
7/28/2016,23:0:25,07/28/16 23:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.38,8.01,6.68,13,11.1,,29.86
7/28/2016,23:15:25,07/28/16 23:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.39,7.99,6.61,12.3,11,,29.74
7/28/2016,23:30:24,07/28/16 23:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.33,7.99,6.57,10.6,11.6,,29.58
7/28/2016,23:45:25,07/28/16 23:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.29,8.02,6.66,9.8,12.8,,29.61
7/29/2016,0:0:25,07/29/16 00:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.24,7.99,6.56,9.8,11.9,,29.52
7/29/2016,0:15:24,07/29/16 00:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.27,8.05,6.74,7.9,13,,29.47
7/29/2016,0:30:24,07/29/16 00:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.25,7.98,6.48,10.6,12.3,,29.48
7/29/2016,0:45:25,07/29/16 00:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.25,7.99,6.62,8.4,12.5,,29.46
7/29/2016,1:0:25,07/29/16 01:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.28,7.99,6.51,8.7,12.3,,29.53
7/29/2016,1:15:24,07/29/16 01:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.18,7.91,6.28,10,12.9,,29.34
7/29/2016,1:30:25,07/29/16 01:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.13,7.81,6,10.6,13.4,,29.24
7/29/2016,1:45:25,07/29/16 01:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.24,8,6.52,7.2,11.8,,29.38
7/29/2016,2:0:25,07/29/16 02:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.27,7.98,6.36,6.9,13.5,,29.36
7/29/2016,2:15:25,07/29/16 02:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.26,7.97,6.4,6.3,12.5,,29.33
7/29/2016,2:30:25,07/29/16 02:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.24,7.91,6.15,7.2,10.2,,29.22
7/29/2016,2:45:24,07/29/16 02:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.28,7.88,6.1,5.9,12.7,,29.07
7/29/2016,3:0:25,07/29/16 03:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.31,7.85,5.91,5.1,12.2,,28.92
7/29/2016,3:15:25,07/29/16 03:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.33,7.85,5.84,5.4,13.2,,28.88
7/29/2016,3:30:24,07/29/16 03:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.33,7.83,5.83,5,14.7,,28.8
7/29/2016,3:45:25,07/29/16 03:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.31,7.81,5.76,4.9,14.5,,28.77
7/29/2016,4:0:25,07/29/16 04:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.31,7.8,5.68,5.6,14.5,,28.8
7/29/2016,4:15:24,07/29/16 04:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.17,7.74,5.6,7.1,13,,28.9
7/29/2016,4:30:25,07/29/16 04:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.18,7.74,5.53,9,12.5,,28.95
7/29/2016,4:45:25,07/29/16 04:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.02,7.68,5.44,8.3,12.6,,28.85
7/29/2016,5:0:24,07/29/16 05:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.9,7.59,5.23,10,11,,28.72
7/29/2016,5:15:25,07/29/16 05:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.84,7.56,5.21,8.7,11.9,,28.64
7/29/2016,5:30:25,07/29/16 05:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.75,7.53,5.01,9.6,9.5,,28.59
7/29/2016,5:45:25,07/29/16 05:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.76,7.55,5.02,9.6,9.4,,28.61
7/29/2016,6:0:24,07/29/16 06:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.8,7.56,5.03,9.9,9.2,,28.61
7/29/2016,6:15:25,07/29/16 06:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.82,7.56,5.07,9,9.2,,28.56
7/29/2016,6:30:25,07/29/16 06:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.86,7.57,5.13,8.7,11.2,,28.51
7/29/2016,6:45:25,07/29/16 06:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.99,7.6,5.11,17.5,10.5,,28.59
7/29/2016,7:0:25,07/29/16 07:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.01,7.62,5.18,30.2,12.4,,28.59
7/29/2016,7:15:24,07/29/16 07:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.06,7.62,5.2,16.6,10,,28.64
7/29/2016,7:30:25,07/29/16 07:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.99,7.6,5.2,18.8,12.4,,28.53
7/29/2016,7:45:25,07/29/16 07:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.95,7.6,5.25,16.4,13,,28.47
7/29/2016,8:0:24,07/29/16 08:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.83,7.57,5.25,14.5,14.3,,28.39
7/29/2016,8:15:25,07/29/16 08:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.12,7.57,4.96,18.4,7.6,,28.7
7/29/2016,8:30:25,07/29/16 08:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.12,7.55,4.78,20.3,6.3,,28.67
7/29/2016,8:45:25,07/29/16 08:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.08,7.57,5.11,15.4,6.8,,28.63
7/29/2016,9:0:25,07/29/16 09:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.19,7.54,4.79,14.4,5.2,,28.67
7/29/2016,9:15:25,07/29/16 09:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.19,7.53,4.9,12,7.2,,28.75
7/29/2016,9:30:25,07/29/16 09:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.24,7.52,4.92,11.1,7.4,,28.87
7/29/2016,9:45:25,07/29/16 09:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.29,7.51,4.98,8.9,7,,28.81
7/29/2016,10:0:25,07/29/16 10:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.32,7.55,5.04,11.2,7.1,,28.74
7/29/2016,10:15:25,07/29/16 10:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.33,7.56,5.13,9.7,7.2,,28.76
7/29/2016,10:30:25,07/29/16 10:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.35,7.55,4.81,11.7,5.9,,28.7
7/29/2016,10:45:24,07/29/16 10:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.35,7.58,5.02,8.9,6.6,,28.73
7/29/2016,11:0:25,07/29/16 11:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.38,7.58,4.87,9.6,4.4,,28.74
7/29/2016,11:15:24,07/29/16 11:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.41,7.6,5.17,8,6,,28.76
7/29/2016,11:30:24,07/29/16 11:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.5,7.61,5.19,7,4.6,,28.65
7/29/2016,11:45:25,07/29/16 11:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.52,7.61,5.16,7.9,4.5,,28.62
7/29/2016,12:0:24,07/29/16 12:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.59,7.54,4.52,8.2,3.6,,28.53
7/29/2016,12:15:24,07/29/16 12:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.49,7.5,4.19,8.5,4.1,,28.79
7/29/2016,12:30:25,07/29/16 12:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.59,7.52,4.49,7.6,4.2,,28.62
7/29/2016,12:45:25,07/29/16 12:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.38,7.53,5.18,7.6,6.2,,29.17
7/29/2016,13:0:25,07/29/16 13:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.43,7.6,5.3,7.7,5.2,,28.96
7/29/2016,13:15:25,07/29/16 13:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.45,7.59,5.11,7.8,5.4,,28.99
7/29/2016,13:30:25,07/29/16 13:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.4,7.66,5.7,7.3,6,,29.15
7/29/2016,13:45:25,07/29/16 13:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12,7.58,5.05,7.6,4.4,,28.91
7/29/2016,14:0:25,07/29/16 14:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.38,7.5,4.69,7.6,4.5,,28.92
7/29/2016,14:15:24,07/29/16 14:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.02,7.49,4.34,6.5,4.3,,28.86
7/29/2016,14:30:25,07/29/16 14:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.18,7.51,4.6,5.4,4,,28.55
7/29/2016,14:45:24,07/29/16 14:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.18,7.49,4.46,5.6,4.6,,28.57
7/29/2016,15:0:25,07/29/16 15:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12,7.65,5.96,7.3,10.8,,29.85
7/29/2016,15:15:25,07/29/16 15:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12,7.91,8,5.3,11.3,,30.46
7/29/2016,15:30:24,07/29/16 15:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.55,7.91,8.03,6.4,14.4,,30.21
7/29/2016,15:45:25,07/29/16 15:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.74,7.73,6.9,7,9.4,,29.68
7/29/2016,16:0:25,07/29/16 16:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.61,7.68,6.79,7.8,19.3,,29.38
7/29/2016,16:15:25,07/29/16 16:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.87,7.8,7.36,7.4,14.9,,29.46
7/29/2016,16:30:25,07/29/16 16:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.79,7.88,7.87,8.2,14.8,,29.59
7/29/2016,16:45:24,07/29/16 16:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.67,7.94,8.25,8.1,15.1,,29.61
7/29/2016,17:0:25,07/29/16 17:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.58,7.99,8.55,8.1,15.8,,29.75
7/29/2016,17:15:24,07/29/16 17:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.48,7.99,8.97,8.6,17.2,,29.83
7/29/2016,17:30:24,07/29/16 17:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.44,8,9.22,9,17.6,,29.94
7/29/2016,17:45:25,07/29/16 17:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.33,8.05,9.71,8.6,25.5,,30.04
7/29/2016,18:0:24,07/29/16 18:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.36,8.01,9.34,8.7,16.8,,30.08
7/29/2016,18:15:25,07/29/16 18:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.61,7.94,9.09,8.1,16.5,,30.32
7/29/2016,18:30:24,07/29/16 18:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.55,7.96,9.05,8.5,20.8,,30.23
7/29/2016,18:45:24,07/29/16 18:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.48,7.94,8.96,7.9,20.1,,30.13
7/29/2016,19:0:24,07/29/16 19:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.27,7.91,8.75,7.9,17.4,,29.89
7/29/2016,19:15:25,07/29/16 19:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.22,7.89,8.73,7.1,17.7,,29.84
7/29/2016,19:30:25,07/29/16 19:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.65,7.83,8.55,8.9,22.5,,30.29
7/29/2016,19:45:24,07/29/16 19:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.4,7.9,9.04,7.2,22.5,,29.97
7/29/2016,20:0:25,07/29/16 20:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.6,7.85,8.31,8.9,23.2,,29.93
7/29/2016,20:15:24,07/29/16 20:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.65,7.86,8.16,7.2,22.5,,29.77
7/29/2016,20:30:25,07/29/16 20:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.79,7.76,7.81,9.7,21.3,,29.74
7/29/2016,20:45:24,07/29/16 20:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.79,7.76,7.79,8.9,21.7,,29.72
7/29/2016,21:0:25,07/29/16 21:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.05,7.74,7.48,9.4,18.9,,29.79
7/29/2016,21:15:24,07/29/16 21:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.88,7.72,7.48,8.4,20.1,,29.69
7/29/2016,21:30:25,07/29/16 21:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.07,7.68,7.2,10.7,23.4,,29.64
7/29/2016,21:45:25,07/29/16 21:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.93,7.71,7.38,9,24.6,,29.7
7/29/2016,22:0:25,07/29/16 22:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.87,7.77,7.51,8.7,22.1,,29.37
7/29/2016,22:15:25,07/29/16 22:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.86,7.78,7.4,9.7,23.7,,29.47
7/29/2016,22:30:25,07/29/16 22:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.94,7.73,7.52,8.9,25.5,,29.24
7/29/2016,22:45:25,07/29/16 22:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.02,7.74,7.49,9.7,31.2,,29.36
7/29/2016,23:0:25,07/29/16 23:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.03,7.71,7.34,11.3,25.1,,29.4
7/29/2016,23:15:25,07/29/16 23:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.98,7.71,7,9.7,21.4,,29.57
7/29/2016,23:30:24,07/29/16 23:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.18,7.67,6.61,10.8,13.9,,29.77
7/29/2016,23:45:25,07/29/16 23:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.16,7.65,6.63,10.4,17.4,,29.7
7/30/2016,0:0:24,07/30/16 00:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.19,7.59,6.41,10.3,12.2,,29.71
7/30/2016,0:15:25,07/30/16 00:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.26,7.67,6.44,10.1,12.4,,29.64
7/30/2016,0:30:25,07/30/16 00:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.33,7.61,6.43,9.7,12.6,,29.59
7/30/2016,0:45:25,07/30/16 00:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.28,7.58,6.34,9.3,12.4,,29.61
7/30/2016,1:0:25,07/30/16 01:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.31,7.55,6.29,8.9,11.9,,29.58
7/30/2016,1:15:25,07/30/16 01:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.31,7.56,6.22,9.5,11.2,,29.59
7/30/2016,1:30:25,07/30/16 01:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.33,7.56,6.16,7.9,12.2,,29.51
7/30/2016,1:45:25,07/30/16 01:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.35,7.57,5.9,9,10.8,,29.37
7/30/2016,2:0:25,07/30/16 02:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.39,7.54,5.75,8.2,11.2,,29.29
7/30/2016,2:15:25,07/30/16 02:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.4,7.54,5.72,8.5,10.6,,29.3
7/30/2016,2:30:25,07/30/16 02:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.24,7.52,5.9,7.9,11.8,,29.34
7/30/2016,2:45:25,07/30/16 02:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.26,7.51,5.73,7.5,13.5,,29.28
7/30/2016,3:0:25,07/30/16 03:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.29,7.51,5.6,7.5,12.2,,29.17
7/30/2016,3:15:25,07/30/16 03:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.32,7.48,5.49,7.9,10.5,,29.12
7/30/2016,3:30:25,07/30/16 03:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.28,7.47,5.53,6.7,10,,29.2
7/30/2016,3:45:25,07/30/16 03:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.29,7.48,5.51,5.9,9.5,,29.14
7/30/2016,4:0:25,07/30/16 04:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.3,7.49,5.49,6,10.5,,29.09
7/30/2016,4:15:25,07/30/16 04:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.08,7.49,5.9,4.2,15,,28.82
7/30/2016,4:30:25,07/30/16 04:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.01,7.5,5.95,4.6,19.7,,28.77
7/30/2016,4:45:25,07/30/16 04:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.02,7.46,5.79,5.3,23.7,,28.76
7/30/2016,5:0:25,07/30/16 05:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.01,7.45,5.53,5.5,20.4,,28.78
7/30/2016,5:15:25,07/30/16 05:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.06,7.42,5.35,5.1,16.8,,28.81
7/30/2016,5:30:24,07/30/16 05:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.02,7.36,5.23,5.3,13.5,,28.94
7/30/2016,5:45:24,07/30/16 05:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.94,7.39,5.45,7.5,15,,28.96
7/30/2016,6:0:24,07/30/16 06:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.81,7.36,5.45,7.8,16,,28.94
7/30/2016,6:15:24,07/30/16 06:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.76,7.33,5.35,7.8,16.3,,28.92
7/30/2016,6:30:25,07/30/16 06:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.76,7.31,5.16,8.4,12.5,,28.94
7/30/2016,6:45:25,07/30/16 06:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.73,7.29,5.04,8.1,9.9,,28.93
7/30/2016,7:0:25,07/30/16 07:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.8,7.29,5.07,7.9,6.9,,28.93
7/30/2016,7:15:25,07/30/16 07:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.74,7.28,4.99,6.2,6.6,,28.92
7/30/2016,7:30:24,07/30/16 07:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.74,7.28,5.02,5.3,9,,28.92
7/30/2016,7:45:25,07/30/16 07:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.61,7.29,5.15,4.1,10.3,,28.88
7/30/2016,8:0:25,07/30/16 08:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.82,7.29,5.25,4.9,18.5,,28.91
7/30/2016,8:15:24,07/30/16 08:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12,7.26,4.99,9.8,17.6,,29.08
7/30/2016,8:30:25,07/30/16 08:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.02,7.25,4.94,10.4,15.3,,29.1
7/30/2016,8:45:25,07/30/16 08:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.99,7.27,5.14,10.6,15.9,,29.06
7/30/2016,9:0:25,07/30/16 09:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.99,7.26,5.22,8.6,19.6,,29.11
7/30/2016,9:15:25,07/30/16 09:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.99,7.27,4.99,9,12.1,,29.12
7/30/2016,9:30:25,07/30/16 09:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12,7.26,5.16,10.3,14,,29.1
7/30/2016,9:45:25,07/30/16 09:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.93,7.33,5.87,8.7,25.3,,29.07
7/30/2016,10:0:25,07/30/16 10:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.96,7.33,5.88,8.7,22,,29.06
7/30/2016,10:15:25,07/30/16 10:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.1,7.31,5.55,12.5,12.9,,28.96
7/30/2016,10:30:25,07/30/16 10:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.15,7.33,5.58,15.2,12.1,,28.99
7/30/2016,10:45:24,07/30/16 10:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.09,7.35,5.63,14.2,14.3,,29.03
7/30/2016,11:0:24,07/30/16 11:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.07,7.34,5.72,14.2,15.1,,29.06
7/30/2016,11:15:24,07/30/16 11:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.17,7.35,5.9,15.1,14.6,,29.06
7/30/2016,11:30:25,07/30/16 11:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.16,7.37,5.86,17.9,13.1,,29.08
7/30/2016,11:45:25,07/30/16 11:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.1,7.39,6.25,14.1,15.3,,29.28
7/30/2016,12:0:25,07/30/16 12:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.14,7.43,6.16,20,12.5,,29.29
7/30/2016,12:15:25,07/30/16 12:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.18,7.44,6.18,25.8,11.4,,29.37
7/30/2016,12:30:25,07/30/16 12:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.19,7.47,6.21,29.4,12,,29.46
