MonitoringStation	EventId	Cruise	Program	Project	Agency	Source	Station	SampleDate	SampleTime	TotalDepth	UpperPycnocline	LowerPycnocline	Depth	Layer	SampleType	SampleReplicateType	Parameter	Qualifier	MeasureValue	Unit	Method	Lab	Problem	PrecisionPC	BiasPC	Details	Latitude	Longitude
CB5.2	421729	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB5.2	8/29/16	11:40:00	31	8.5	15.5	0.5	S 	D	FS2	NH4F		0.018	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	421729	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB5.2	8/29/16	11:40:00	31	8.5	15.5	0.5	S 	D	FS1	NH4F		0.011	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	421729	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB5.2	8/29/16	11:40:00	31	8.5	15.5	7	AP	D	S1	NH4F		0.006	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	421729	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB5.2	8/29/16	11:40:00	31	8.5	15.5	30	B 	D	S1	NH4F		0.024	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	421728	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB5.2	8/8/16	12:01:00	30.5	9.5	15.5	0.5	S 	D	FS2	NH4F		0.007	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	421728	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB5.2	8/8/16	12:01:00	30.5	9.5	15.5	0.5	S 	D	FS1	NH4F		0.004	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	421728	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB5.2	8/8/16	12:01:00	30.5	9.5	15.5	17	BP	D	S1	NH4F		0.045	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	421728	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB5.2	8/8/16	12:01:00	30.5	9.5	15.5	8	AP	D	S1	NH4F		0.006	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	421728	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB5.2	8/8/16	12:01:00	30.5	9.5	15.5	29	B 	D	S1	NH4F		0.086	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	419970	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.2	7/11/16	13:34:00	30.5	10.5	13.5	0.5	S 	D	FS1	NH4F		0.034	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	419927	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB5.2	6/27/16	12:00:00	30.5	9.5	10.5	12	BP	D	S1	NH4F		0.046	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	419970	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.2	7/11/16	13:34:00	30.5	10.5	13.5	0.5	S 	D	FS2	NH4F		0.027	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	419970	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.2	7/11/16	13:34:00	30.5	10.5	13.5	9	AP	D	S1	NH4F		0.045	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	419970	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.2	7/11/16	13:34:00	30.5	10.5	13.5	29	B 	D	S1	NH4F		0.105	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	419970	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.2	7/11/16	13:34:00	30.5	10.5	13.5	15	BP	D	S1	NH4F		0.12	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	419927	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB5.2	6/27/16	12:00:00	30.5	9.5	10.5	0.5	S 	D	FS2	NH4F		0.006	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	419927	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB5.2	6/27/16	12:00:00	30.5	9.5	10.5	0.5	S 	D	FS1	NH4F		0.005	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	419927	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB5.2	6/27/16	12:00:00	30.5	9.5	10.5	8	AP	D	S1	NH4F		0.008	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	419927	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB5.2	6/27/16	12:00:00	30.5	9.5	10.5	29	B 	D	S1	NH4F		0.093	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	419927	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB5.2	6/27/16	12:00:00	30.5	9.5	10.5	29	B 	D	S1	NO23F		0.011	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	419927	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB5.2	6/27/16	12:00:00	30.5	9.5	10.5	8	AP	D	S1	NO23F		0.0037	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	419927	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB5.2	6/27/16	12:00:00	30.5	9.5	10.5	0.5	S 	D	FS1	NO23F		0.0015	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	419927	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB5.2	6/27/16	12:00:00	30.5	9.5	10.5	0.5	S 	D	FS2	NO23F		0.0037	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	419970	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.2	7/11/16	13:34:00	30.5	10.5	13.5	15	BP	D	S1	NO23F		0.0165	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	419970	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.2	7/11/16	13:34:00	30.5	10.5	13.5	29	B 	D	S1	NO23F		0.0157	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	419970	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.2	7/11/16	13:34:00	30.5	10.5	13.5	9	AP	D	S1	NO23F		0.0023	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	419970	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.2	7/11/16	13:34:00	30.5	10.5	13.5	0.5	S 	D	FS2	NO23F		0.0023	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	419927	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB5.2	6/27/16	12:00:00	30.5	9.5	10.5	12	BP	D	S1	NO23F		0.0095	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	419970	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.2	7/11/16	13:34:00	30.5	10.5	13.5	0.5	S 	D	FS1	NO23F		0.0052	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	421728	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB5.2	8/8/16	12:01:00	30.5	9.5	15.5	29	B 	D	S1	NO23F		0.115	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	421728	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB5.2	8/8/16	12:01:00	30.5	9.5	15.5	8	AP	D	S1	NO23F		0.0162	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	421728	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB5.2	8/8/16	12:01:00	30.5	9.5	15.5	17	BP	D	S1	NO23F		0.156	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	421728	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB5.2	8/8/16	12:01:00	30.5	9.5	15.5	0.5	S 	D	FS1	NO23F		0.0016	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	421728	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB5.2	8/8/16	12:01:00	30.5	9.5	15.5	0.5	S 	D	FS2	NO23F		0.0053	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	421729	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB5.2	8/29/16	11:40:00	31	8.5	15.5	30	B 	D	S1	NO23F		0.158	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	421729	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB5.2	8/29/16	11:40:00	31	8.5	15.5	7	AP	D	S1	NO23F		0.0068	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	421729	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB5.2	8/29/16	11:40:00	31	8.5	15.5	0.5	S 	D	FS1	NO23F		0.0014	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	421729	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB5.2	8/29/16	11:40:00	31	8.5	15.5	0.5	S 	D	FS2	NO23F		0.0045	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	421729	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB5.2	8/29/16	11:40:00	31	8.5	15.5	17	BP	D	S1	NO23F		0.175	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	421729	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB5.2	8/29/16	11:40:00	31	8.5	15.5	17	BP	D	S1	NO2F		0.1265	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	421729	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB5.2	8/29/16	11:40:00	31	8.5	15.5	0.5	S 	D	FS2	NO2F		0.0015	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	421729	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB5.2	8/29/16	11:40:00	31	8.5	15.5	0.5	S 	D	FS1	NO2F	<	0.0007	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	421729	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB5.2	8/29/16	11:40:00	31	8.5	15.5	7	AP	D	S1	NO2F		0.0047	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	421729	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB5.2	8/29/16	11:40:00	31	8.5	15.5	30	B 	D	S1	NO2F		0.1282	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	421728	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB5.2	8/8/16	12:01:00	30.5	9.5	15.5	0.5	S 	D	FS2	NO2F	<	0.0007	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	421728	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB5.2	8/8/16	12:01:00	30.5	9.5	15.5	0.5	S 	D	FS1	NO2F	<	0.0007	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	421728	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB5.2	8/8/16	12:01:00	30.5	9.5	15.5	17	BP	D	S1	NO2F		0.1392	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	421728	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB5.2	8/8/16	12:01:00	30.5	9.5	15.5	8	AP	D	S1	NO2F		0.0148	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	421728	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB5.2	8/8/16	12:01:00	30.5	9.5	15.5	29	B 	D	S1	NO2F		0.0988	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	419970	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.2	7/11/16	13:34:00	30.5	10.5	13.5	0.5	S 	D	FS1	NO2F		0.0034	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	419927	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB5.2	6/27/16	12:00:00	30.5	9.5	10.5	12	BP	D	S1	NO2F		0.0024	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	419970	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.2	7/11/16	13:34:00	30.5	10.5	13.5	0.5	S 	D	FS2	NO2F		0.0011	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	419970	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.2	7/11/16	13:34:00	30.5	10.5	13.5	9	AP	D	S1	NO2F	<	0.0007	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	419970	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.2	7/11/16	13:34:00	30.5	10.5	13.5	29	B 	D	S1	NO2F		0.0088	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	419970	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.2	7/11/16	13:34:00	30.5	10.5	13.5	15	BP	D	S1	NO2F		0.006	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	419927	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB5.2	6/27/16	12:00:00	30.5	9.5	10.5	0.5	S 	D	FS2	NO2F	<	0.0007	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	419927	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB5.2	6/27/16	12:00:00	30.5	9.5	10.5	0.5	S 	D	FS1	NO2F	<	0.0007	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	419927	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB5.2	6/27/16	12:00:00	30.5	9.5	10.5	8	AP	D	S1	NO2F	<	0.0007	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	419927	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB5.2	6/27/16	12:00:00	30.5	9.5	10.5	29	B 	D	S1	NO2F		0.0034	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	419927	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB5.2	6/27/16	12:00:00	30.5	9.5	10.5	29	B 	D	S1	NO3F		0.0076	MG/L	D01 	CBL					38.13705	-76.22787
CB5.2	419927	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB5.2	6/27/16	12:00:00	30.5	9.5	10.5	8	AP	D	S1	NO3F	<	0.003	MG/L	D01A	CBL					38.13705	-76.22787
CB5.2	419927	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB5.2	6/27/16	12:00:00	30.5	9.5	10.5	8	AP	D	S1	NO3F	<	0.0033	MG/L	D01B	CBL					38.13705	-76.22787
CB5.2	419927	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB5.2	6/27/16	12:00:00	30.5	9.5	10.5	0.5	S 	D	FS1	NO3F	<	0.0008	MG/L	D01A	CBL					38.13705	-76.22787
CB5.2	419927	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB5.2	6/27/16	12:00:00	30.5	9.5	10.5	0.5	S 	D	FS1	NO3F	<	0.0012	MG/L	D01B	CBL					38.13705	-76.22787
CB5.2	419927	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB5.2	6/27/16	12:00:00	30.5	9.5	10.5	0.5	S 	D	FS2	NO3F	<	0.003	MG/L	D01A	CBL					38.13705	-76.22787
CB5.2	419927	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB5.2	6/27/16	12:00:00	30.5	9.5	10.5	0.5	S 	D	FS2	NO3F	<	0.0033	MG/L	D01B	CBL					38.13705	-76.22787
CB5.2	419970	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.2	7/11/16	13:34:00	30.5	10.5	13.5	15	BP	D	S1	NO3F		0.0105	MG/L	D01 	CBL					38.13705	-76.22787
CB5.2	419970	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.2	7/11/16	13:34:00	30.5	10.5	13.5	29	B 	D	S1	NO3F		0.0069	MG/L	D01 	CBL					38.13705	-76.22787
CB5.2	419970	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.2	7/11/16	13:34:00	30.5	10.5	13.5	9	AP	D	S1	NO3F	<	0.0016	MG/L	D01A	CBL					38.13705	-76.22787
CB5.2	419970	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.2	7/11/16	13:34:00	30.5	10.5	13.5	9	AP	D	S1	NO3F	<	0.002	MG/L	D01B	CBL					38.13705	-76.22787
CB5.2	419970	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.2	7/11/16	13:34:00	30.5	10.5	13.5	0.5	S 	D	FS2	NO3F		0.0012	MG/L	D01 	CBL					38.13705	-76.22787
CB5.2	419927	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB5.2	6/27/16	12:00:00	30.5	9.5	10.5	12	BP	D	S1	NO3F		0.0071	MG/L	D01 	CBL					38.13705	-76.22787
CB5.2	419970	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.2	7/11/16	13:34:00	30.5	10.5	13.5	0.5	S 	D	FS1	NO3F		0.0018	MG/L	D01 	CBL					38.13705	-76.22787
CB5.2	421728	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB5.2	8/8/16	12:01:00	30.5	9.5	15.5	29	B 	D	S1	NO3F		0.0162	MG/L	D01 	CBL					38.13705	-76.22787
CB5.2	421728	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB5.2	8/8/16	12:01:00	30.5	9.5	15.5	8	AP	D	S1	NO3F		0.0014	MG/L	D01 	CBL					38.13705	-76.22787
CB5.2	421728	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB5.2	8/8/16	12:01:00	30.5	9.5	15.5	17	BP	D	S1	NO3F		0.0168	MG/L	D01 	CBL					38.13705	-76.22787
CB5.2	421728	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB5.2	8/8/16	12:01:00	30.5	9.5	15.5	0.5	S 	D	FS1	NO3F	<	0.0009	MG/L	D01A	CBL					38.13705	-76.22787
CB5.2	421728	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB5.2	8/8/16	12:01:00	30.5	9.5	15.5	0.5	S 	D	FS1	NO3F	<	0.0012	MG/L	D01B	CBL					38.13705	-76.22787
CB5.2	421728	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB5.2	8/8/16	12:01:00	30.5	9.5	15.5	0.5	S 	D	FS2	NO3F	<	0.0046	MG/L	D01A	CBL					38.13705	-76.22787
CB5.2	421728	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB5.2	8/8/16	12:01:00	30.5	9.5	15.5	0.5	S 	D	FS2	NO3F	<	0.0049	MG/L	D01B	CBL					38.13705	-76.22787
CB5.2	421729	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB5.2	8/29/16	11:40:00	31	8.5	15.5	30	B 	D	S1	NO3F		0.0298	MG/L	D01 	CBL					38.13705	-76.22787
CB5.2	421729	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB5.2	8/29/16	11:40:00	31	8.5	15.5	7	AP	D	S1	NO3F		0.0021	MG/L	D01 	CBL					38.13705	-76.22787
CB5.2	421729	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB5.2	8/29/16	11:40:00	31	8.5	15.5	0.5	S 	D	FS1	NO3F	<	0.0007	MG/L	D01A	CBL					38.13705	-76.22787
CB5.2	421729	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB5.2	8/29/16	11:40:00	31	8.5	15.5	0.5	S 	D	FS1	NO3F	<	0.001	MG/L	D01B	CBL					38.13705	-76.22787
CB5.2	421729	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB5.2	8/29/16	11:40:00	31	8.5	15.5	0.5	S 	D	FS2	NO3F		0.003	MG/L	D01 	CBL					38.13705	-76.22787
CB5.2	421729	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB5.2	8/29/16	11:40:00	31	8.5	15.5	17	BP	D	S1	NO3F		0.0485	MG/L	D01 	CBL					38.13705	-76.22787
CB5.2	421729	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB5.2	8/29/16	11:40:00	31	8.5	15.5	17	BP	D	S1	PC		0.318	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	421729	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB5.2	8/29/16	11:40:00	31	8.5	15.5	0.5	S 	D	FS2	PC		1.59	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	421729	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB5.2	8/29/16	11:40:00	31	8.5	15.5	0.5	S 	D	FS1	PC		1.56	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	421729	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB5.2	8/29/16	11:40:00	31	8.5	15.5	7	AP	D	S1	PC		0.859	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	421729	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB5.2	8/29/16	11:40:00	31	8.5	15.5	30	B 	D	S1	PC		0.356	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	421728	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB5.2	8/8/16	12:01:00	30.5	9.5	15.5	0.5	S 	D	FS2	PC		1.38	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	421728	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB5.2	8/8/16	12:01:00	30.5	9.5	15.5	0.5	S 	D	FS1	PC		1.34	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	421728	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB5.2	8/8/16	12:01:00	30.5	9.5	15.5	17	BP	D	S1	PC		0.278	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	421728	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB5.2	8/8/16	12:01:00	30.5	9.5	15.5	8	AP	D	S1	PC		0.772	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	421728	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB5.2	8/8/16	12:01:00	30.5	9.5	15.5	29	B 	D	S1	PC		0.264	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	419970	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.2	7/11/16	13:34:00	30.5	10.5	13.5	0.5	S 	D	FS1	PC		1.52	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	419927	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB5.2	6/27/16	12:00:00	30.5	9.5	10.5	12	BP	D	S1	PC		0.378	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	419970	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.2	7/11/16	13:34:00	30.5	10.5	13.5	0.5	S 	D	FS2	PC		1.56	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	419970	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.2	7/11/16	13:34:00	30.5	10.5	13.5	9	AP	D	S1	PC		1.15	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	419970	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.2	7/11/16	13:34:00	30.5	10.5	13.5	29	B 	D	S1	PC		0.373	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	419970	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.2	7/11/16	13:34:00	30.5	10.5	13.5	15	BP	D	S1	PC		0.349	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	419927	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB5.2	6/27/16	12:00:00	30.5	9.5	10.5	0.5	S 	D	FS2	PC		1.44	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	419927	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB5.2	6/27/16	12:00:00	30.5	9.5	10.5	0.5	S 	D	FS1	PC		1.43	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	419927	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB5.2	6/27/16	12:00:00	30.5	9.5	10.5	8	AP	D	S1	PC		1.43	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	419927	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB5.2	6/27/16	12:00:00	30.5	9.5	10.5	29	B 	D	S1	PC		0.276	MG/L	L01 	CBL					38.13705	-76.22787
CB5.2	419970	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.2	7/11/16	13:34:00	30.5	10.5	13.5	14	M 	ISM	M1	PH		7.4	SU	F01 						38.13705	-76.22787
CB5.2	419970	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.2	7/11/16	13:34:00	30.5	10.5	13.5	13	M 	ISM	M1	PH		7.5	SU	F01 						38.13705	-76.22787
CB5.2	419970	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.2	7/11/16	13:34:00	30.5	10.5	13.5	12	M 	ISM	M1	PH		7.5	SU	F01 						38.13705	-76.22787
CB5.2	419970	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.2	7/11/16	13:34:00	30.5	10.5	13.5	11	M 	ISM	M1	PH		7.4	SU	F01 						38.13705	-76.22787
CB5.2	419970	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.2	7/11/16	13:34:00	30.5	10.5	13.5	10	M 	ISM	M1	PH		7.5	SU	F01 						38.13705	-76.22787
CB5.2	419970	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.2	7/11/16	13:34:00	30.5	10.5	13.5	8	M 	ISM	M1	PH		8.2	SU	F01 						38.13705	-76.22787
CB5.2	419970	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.2	7/11/16	13:34:00	30.5	10.5	13.5	7	M 	ISM	M1	PH		8.2	SU	F01 						38.13705	-76.22787
CB5.2	419970	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.2	7/11/16	13:34:00	30.5	10.5	13.5	6	M 	ISM	M1	PH		8.2	SU	F01 						38.13705	-76.22787
CB5.2	419970	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.2	7/11/16	13:34:00	30.5	10.5	13.5	5	M 	ISM	M1	PH		8.2	SU	F01 						38.13705	-76.22787
CB5.2	419970	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.2	7/11/16	13:34:00	30.5	10.5	13.5	4	M 	ISM	M1	PH		8.2	SU	F01 						38.13705	-76.22787
CB5.2	419970	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.2	7/11/16	13:34:00	30.5	10.5	13.5	3	M 	ISM	M1	PH		8.2	SU	F01 						38.13705	-76.22787
CB5.2	419970	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.2	7/11/16	13:34:00	30.5	10.5	13.5	2	M 	ISM	M1	PH		8.3	SU	F01 						38.13705	-76.22787
CB5.2	419970	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.2	7/11/16	13:34:00	30.5	10.5	13.5	1	M 	ISM	M1	PH		8.3	SU	F01 						38.13705	-76.22787
CB5.2	419970	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.2	7/11/16	13:34:00	30.5	10.5	13.5	15	BP	ISM	M1	PH		7.5	SU	F01 						38.13705	-76.22787
CB5.2	419970	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.2	7/11/16	13:34:00	30.5	10.5	13.5	29	B 	ISM	M1	PH		7.6	SU	F01 						38.13705	-76.22787
CB5.2	419970	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.2	7/11/16	13:34:00	30.5	10.5	13.5	9	AP	ISM	M1	PH		8.1	SU	F01 						38.13705	-76.22787
CB5.2	419927	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB5.2	6/27/16	12:00:00	30.5	9.5	10.5	12	BP	ISM	M1	PH		7.6	SU	F01 						38.13705	-76.22787
CB5.2	419927	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB5.2	6/27/16	12:00:00	30.5	9.5	10.5	29	B 	ISM	M1	PH		7.6	SU	F01 						38.13705	-76.22787
CB5.2	419927	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB5.2	6/27/16	12:00:00	30.5	9.5	10.5	8	AP	ISM	M1	PH		8.2	SU	F01 						38.13705	-76.22787
CB5.2	419927	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB5.2	6/27/16	12:00:00	30.5	9.5	10.5	9	M 	ISM	M1	PH		8.1	SU	F01 						38.13705	-76.22787
