MonitoringStation	EventId	Cruise	Program	Project	Agency	Source	Station	SampleDate	SampleTime	TotalDepth	UpperPycnocline	LowerPycnocline	Depth	Layer	SampleType	SampleReplicateType	Parameter	Qualifier	MeasureValue	Unit	Method	Lab	Problem	PrecisionPC	BiasPC	Details	Latitude	Longitude
CB5.1	419968	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.1	7/11/2016	14:49:00	34	4.50	9.50	1	M 	ISM	M1	SPCOND		25100.00000	UMHOS/CM	F01 						38.31870	-76.29215
CB5.1	419968	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.1	7/11/2016	14:49:00	34	4.50	9.50	2	M 	ISM	M1	SPCOND		25100.00000	UMHOS/CM	F01 						38.31870	-76.29215
CB5.1	419968	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.1	7/11/2016	14:49:00	34	4.50	9.50	4	M 	ISM	M1	SPCOND		25500.00000	UMHOS/CM	F01 						38.31870	-76.29215
CB5.1	419968	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.1	7/11/2016	14:49:00	34	4.50	9.50	3	AP	ISM	M1	SPCOND		25200.00000	UMHOS/CM	F01 						38.31870	-76.29215
CB5.1	419968	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.1	7/11/2016	14:49:00	34	4.50	9.50	33	B 	ISM	M1	SPCOND		33400.00000	UMHOS/CM	F01 						38.31870	-76.29215
CB5.1	419925	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB5.1	6/27/2016	13:10:00	35	7.50	14.50	0.5	S 	ISM	M1	SPCOND		24000.00000	UMHOS/CM	F01 						38.31870	-76.29215
CB5.1	419968	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.1	7/11/2016	14:49:00	34	4.50	9.50	0.5	S 	D	S1	TDN		0.29000	MG/L	L01 	CBL					38.31870	-76.29215
CB5.1	419968	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.1	7/11/2016	14:49:00	34	4.50	9.50	11	BP	D	S1	TDN		0.40000	MG/L	L01 	CBL					38.31870	-76.29215
CB5.1	419968	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.1	7/11/2016	14:49:00	34	4.50	9.50	33	B 	D	S1	TDN		0.51000	MG/L	L01 	CBL					38.31870	-76.29215
CB5.1	419968	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.1	7/11/2016	14:49:00	34	4.50	9.50	3	AP	D	S1	TDN		0.45000	MG/L	L01 	CBL					38.31870	-76.29215
CB5.1	419925	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB5.1	6/27/2016	13:10:00	35	7.50	14.50	0.5	S 	D	S1	TDN		0.33000	MG/L	L01 	CBL					38.31870	-76.29215
CB5.1	419925	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB5.1	6/27/2016	13:10:00	35	7.50	14.50	16	BP	D	S1	TDN		0.39000	MG/L	L01 	CBL					38.31870	-76.29215
CB5.1	419925	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB5.1	6/27/2016	13:10:00	35	7.50	14.50	34	B 	D	S1	TDN		0.42000	MG/L	L01 	CBL					38.31870	-76.29215
CB5.1	419925	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB5.1	6/27/2016	13:10:00	35	7.50	14.50	6	AP	D	S1	TDN		0.31000	MG/L	L01 	CBL					38.31870	-76.29215
CB5.1	421726	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB5.1	8/8/2016	13:04:00	34.5	4.50	9.50	33			FS_AVG	TDN		0.49000	MG/L	L01 	CBL					38.31870	-76.29215
CB5.1	421727	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB5.1	8/29/2016	12:49:00	35	7.50	16.50	0.5	S 	D	S1	TDN		0.33000	MG/L	L01 	CBL					38.31870	-76.29215
CB5.1	421727	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB5.1	8/29/2016	12:49:00	35	7.50	16.50	6	AP	D	S1	TDN		0.31000	MG/L	L01 	CBL					38.31870	-76.29215
CB5.1	421727	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB5.1	8/29/2016	12:49:00	35	7.50	16.50	18	BP	D	S1	TDN		0.40000	MG/L	L01 	CBL					38.31870	-76.29215
CB5.1	421727	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB5.1	8/29/2016	12:49:00	35	7.50	16.50	34	B 	D	S1	TDN		0.33000	MG/L	L01 	CBL					38.31870	-76.29215
CB5.1	419925	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB5.1	6/27/2016	13:10:00	35	7.50	14.50	16			FS_AVG	TDN		0.40000	MG/L	L01 	CBL					38.31870	-76.29215
CB5.1	419968	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.1	7/11/2016	14:49:00	34	4.50	9.50	0.5			FS_AVG	TDN		0.30000	MG/L	L01 	CBL					38.31870	-76.29215
CB5.1	421726	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB5.1	8/8/2016	13:04:00	34.5	4.50	9.50	0.5	S 	D	S1	TDN		0.33000	MG/L	L01 	CBL					38.31870	-76.29215
CB5.1	421726	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB5.1	8/8/2016	13:04:00	34.5	4.50	9.50	11	BP	D	S1	TDN		0.42000	MG/L	L01 	CBL					38.31870	-76.29215
CB5.1	421726	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB5.1	8/8/2016	13:04:00	34.5	4.50	9.50	33	B 	D	S1	TDN		0.49000	MG/L	L01 	CBL					38.31870	-76.29215
CB5.1	421726	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB5.1	8/8/2016	13:04:00	34.5	4.50	9.50	3	AP	D	S1	TDN		0.33000	MG/L	L01 	CBL					38.31870	-76.29215
CB5.1	421726	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB5.1	8/8/2016	13:04:00	34.5	4.50	9.50	3	AP	D	S1	TDP		0.01170	MG/L	L01 	CBL					38.31870	-76.29215
CB5.1	421726	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB5.1	8/8/2016	13:04:00	34.5	4.50	9.50	33	B 	D	S1	TDP		0.08420	MG/L	L01 	CBL					38.31870	-76.29215
CB5.1	421726	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB5.1	8/8/2016	13:04:00	34.5	4.50	9.50	11	BP	D	S1	TDP		0.07510	MG/L	L01 	CBL					38.31870	-76.29215
CB5.1	421726	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB5.1	8/8/2016	13:04:00	34.5	4.50	9.50	0.5	S 	D	S1	TDP		0.01410	MG/L	L01 	CBL					38.31870	-76.29215
CB5.1	419968	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.1	7/11/2016	14:49:00	34	4.50	9.50	0.5			FS_AVG	TDP		0.01290	MG/L	L01 	CBL					38.31870	-76.29215
CB5.1	419925	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB5.1	6/27/2016	13:10:00	35	7.50	14.50	16			FS_AVG	TDP		0.01130	MG/L	L01 	CBL					38.31870	-76.29215
CB5.1	421727	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB5.1	8/29/2016	12:49:00	35	7.50	16.50	34	B 	D	S1	TDP		0.10340	MG/L	L01 	CBL					38.31870	-76.29215
CB5.1	421727	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB5.1	8/29/2016	12:49:00	35	7.50	16.50	18	BP	D	S1	TDP		0.08280	MG/L	L01 	CBL					38.31870	-76.29215
CB5.1	421727	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB5.1	8/29/2016	12:49:00	35	7.50	16.50	6	AP	D	S1	TDP		0.02890	MG/L	L01 	CBL					38.31870	-76.29215
CB5.1	421727	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB5.1	8/29/2016	12:49:00	35	7.50	16.50	0.5	S 	D	S1	TDP		0.03050	MG/L	L01 	CBL					38.31870	-76.29215
CB5.1	421726	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB5.1	8/8/2016	13:04:00	34.5	4.50	9.50	33			FS_AVG	TDP		0.08420	MG/L	L01 	CBL					38.31870	-76.29215
CB5.1	419925	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB5.1	6/27/2016	13:10:00	35	7.50	14.50	6	AP	D	S1	TDP		0.00810	MG/L	L01 	CBL					38.31870	-76.29215
CB5.1	419925	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB5.1	6/27/2016	13:10:00	35	7.50	14.50	34	B 	D	S1	TDP		0.02690	MG/L	L01 	CBL					38.31870	-76.29215
CB5.1	419925	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB5.1	6/27/2016	13:10:00	35	7.50	14.50	16	BP	D	S1	TDP		0.01130	MG/L	L01 	CBL					38.31870	-76.29215
CB5.1	419925	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB5.1	6/27/2016	13:10:00	35	7.50	14.50	0.5	S 	D	S1	TDP		0.00820	MG/L	L01 	CBL					38.31870	-76.29215
CB5.1	419968	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.1	7/11/2016	14:49:00	34	4.50	9.50	3	AP	D	S1	TDP		0.01090	MG/L	L01 	CBL					38.31870	-76.29215
CB5.1	419968	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.1	7/11/2016	14:49:00	34	4.50	9.50	33	B 	D	S1	TDP		0.04770	MG/L	L01 	CBL					38.31870	-76.29215
CB5.1	419968	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.1	7/11/2016	14:49:00	34	4.50	9.50	11	BP	D	S1	TDP		0.02080	MG/L	L01 	CBL					38.31870	-76.29215
CB5.1	419968	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.1	7/11/2016	14:49:00	34	4.50	9.50	0.5	S 	D	S1	TDP		0.01290	MG/L	L01 	CBL					38.31870	-76.29215
CB5.1	419968	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.1	7/11/2016	14:49:00	34	4.50	9.50	0.5	S 	D	S1	TN		0.50700	MG/L	D04 	CBL					38.31870	-76.29215
CB5.1	419968	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.1	7/11/2016	14:49:00	34	4.50	9.50	11	BP	D	S1	TN		0.47300	MG/L	D04 	CBL					38.31870	-76.29215
CB5.1	419968	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.1	7/11/2016	14:49:00	34	4.50	9.50	33	B 	D	S1	TN		0.55800	MG/L	D04 	CBL					38.31870	-76.29215
CB5.1	419968	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.1	7/11/2016	14:49:00	34	4.50	9.50	3	AP	D	S1	TN		0.67700	MG/L	D04 	CBL					38.31870	-76.29215
CB5.1	419925	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB5.1	6/27/2016	13:10:00	35	7.50	14.50	0.5	S 	D	S1	TN		0.57900	MG/L	D04 	CBL					38.31870	-76.29215
CB5.1	419925	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB5.1	6/27/2016	13:10:00	35	7.50	14.50	16	BP	D	S1	TN		0.45960	MG/L	D04 	CBL					38.31870	-76.29215
CB5.1	419925	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB5.1	6/27/2016	13:10:00	35	7.50	14.50	34	B 	D	S1	TN		0.55200	MG/L	D04 	CBL					38.31870	-76.29215
CB5.1	419925	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB5.1	6/27/2016	13:10:00	35	7.50	14.50	6	AP	D	S1	TN		0.52800	MG/L	D04 	CBL					38.31870	-76.29215
CB5.1	421727	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB5.1	8/29/2016	12:49:00	35	7.50	16.50	0.5	S 	D	S1	TN		0.50100	MG/L	D04 	CBL					38.31870	-76.29215
CB5.1	421727	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB5.1	8/29/2016	12:49:00	35	7.50	16.50	6	AP	D	S1	TN		0.46900	MG/L	D04 	CBL					38.31870	-76.29215
CB5.1	421727	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB5.1	8/29/2016	12:49:00	35	7.50	16.50	18	BP	D	S1	TN		0.44700	MG/L	D04 	CBL					38.31870	-76.29215
CB5.1	421727	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB5.1	8/29/2016	12:49:00	35	7.50	16.50	34	B 	D	S1	TN		0.38670	MG/L	D04 	CBL					38.31870	-76.29215
CB5.1	421726	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB5.1	8/8/2016	13:04:00	34.5	4.50	9.50	0.5	S 	D	S1	TN		0.54800	MG/L	D04 	CBL					38.31870	-76.29215
CB5.1	421726	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB5.1	8/8/2016	13:04:00	34.5	4.50	9.50	11	BP	D	S1	TN		0.48070	MG/L	D04 	CBL					38.31870	-76.29215
CB5.1	421726	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB5.1	8/8/2016	13:04:00	34.5	4.50	9.50	33	B 	D	S1	TN		0.54950	MG/L	D04 	CBL					38.31870	-76.29215
CB5.1	421726	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB5.1	8/8/2016	13:04:00	34.5	4.50	9.50	3	AP	D	S1	TN		0.52800	MG/L	D04 	CBL					38.31870	-76.29215
CB5.1	421726	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB5.1	8/8/2016	13:04:00	34.5	4.50	9.50	3	AP	D	S1	TON		0.50970	MG/L	D02 	CBL					38.31870	-76.29215
CB5.1	421726	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB5.1	8/8/2016	13:04:00	34.5	4.50	9.50	33	B 	D	S1	TON		0.38910	MG/L	D02 	CBL					38.31870	-76.29215
CB5.1	421726	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB5.1	8/8/2016	13:04:00	34.5	4.50	9.50	11	BP	D	S1	TON		0.35340	MG/L	D02 	CBL					38.31870	-76.29215
CB5.1	421726	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB5.1	8/8/2016	13:04:00	34.5	4.50	9.50	0.5	S 	D	S1	TON		0.54090	MG/L	D02 	CBL					38.31870	-76.29215
CB5.1	421727	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB5.1	8/29/2016	12:49:00	35	7.50	16.50	34	B 	D	S1	TON		0.32150	MG/L	D02 	CBL					38.31870	-76.29215
CB5.1	421727	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB5.1	8/29/2016	12:49:00	35	7.50	16.50	18	BP	D	S1	TON		0.28700	MG/L	D02 	CBL					38.31870	-76.29215
CB5.1	421727	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB5.1	8/29/2016	12:49:00	35	7.50	16.50	6	AP	D	S1	TON		0.45680	MG/L	D02 	CBL					38.31870	-76.29215
CB5.1	421727	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB5.1	8/29/2016	12:49:00	35	7.50	16.50	0.5	S 	D	S1	TON		0.49440	MG/L	D02 	CBL					38.31870	-76.29215
CB5.1	419925	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB5.1	6/27/2016	13:10:00	35	7.50	14.50	6	AP	D	S1	TON		0.51990	MG/L	D02 	CBL					38.31870	-76.29215
CB5.1	419925	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB5.1	6/27/2016	13:10:00	35	7.50	14.50	34	B 	D	S1	TON		0.42970	MG/L	D02 	CBL					38.31870	-76.29215
CB5.1	419925	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB5.1	6/27/2016	13:10:00	35	7.50	14.50	16	BP	D	S1	TON		0.34620	MG/L	D02 	CBL					38.31870	-76.29215
CB5.1	419925	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB5.1	6/27/2016	13:10:00	35	7.50	14.50	0.5	S 	D	S1	TON		0.56950	MG/L	D02 	CBL					38.31870	-76.29215
CB5.1	419968	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.1	7/11/2016	14:49:00	34	4.50	9.50	3	AP	D	S1	TON		0.66150	MG/L	D02 	CBL					38.31870	-76.29215
CB5.1	419968	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.1	7/11/2016	14:49:00	34	4.50	9.50	33	B 	D	S1	TON		0.29920	MG/L	D02 	CBL					38.31870	-76.29215
CB5.1	419968	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.1	7/11/2016	14:49:00	34	4.50	9.50	11	BP	D	S1	TON		0.33750	MG/L	D02 	CBL					38.31870	-76.29215
CB5.1	419968	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.1	7/11/2016	14:49:00	34	4.50	9.50	0.5	S 	D	S1	TON		0.48930	MG/L	D02 	CBL					38.31870	-76.29215
CB5.1	419968	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.1	7/11/2016	14:49:00	34	4.50	9.50	0.5	S 	D	S1	TP		0.02820	MG/L	D01 	CBL					38.31870	-76.29215
CB5.1	419968	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.1	7/11/2016	14:49:00	34	4.50	9.50	11	BP	D	S1	TP		0.02760	MG/L	D01 	CBL					38.31870	-76.29215
CB5.1	419968	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.1	7/11/2016	14:49:00	34	4.50	9.50	33	B 	D	S1	TP		0.05530	MG/L	D01 	CBL					38.31870	-76.29215
CB5.1	419968	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.1	7/11/2016	14:49:00	34	4.50	9.50	3	AP	D	S1	TP		0.02820	MG/L	D01 	CBL					38.31870	-76.29215
CB5.1	419925	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB5.1	6/27/2016	13:10:00	35	7.50	14.50	0.5	S 	D	S1	TP		0.02470	MG/L	D01 	CBL					38.31870	-76.29215
CB5.1	419925	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB5.1	6/27/2016	13:10:00	35	7.50	14.50	16	BP	D	S1	TP		0.01800	MG/L	D01 	CBL					38.31870	-76.29215
CB5.1	419925	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB5.1	6/27/2016	13:10:00	35	7.50	14.50	34	B 	D	S1	TP		0.03690	MG/L	D01 	CBL					38.31870	-76.29215
CB5.1	419925	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB5.1	6/27/2016	13:10:00	35	7.50	14.50	6	AP	D	S1	TP		0.02050	MG/L	D01 	CBL					38.31870	-76.29215
CB5.1	421727	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB5.1	8/29/2016	12:49:00	35	7.50	16.50	0.5	S 	D	S1	TP		0.04490	MG/L	D01 	CBL					38.31870	-76.29215
CB5.1	421727	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB5.1	8/29/2016	12:49:00	35	7.50	16.50	6	AP	D	S1	TP		0.04270	MG/L	D01 	CBL					38.31870	-76.29215
CB5.1	421727	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB5.1	8/29/2016	12:49:00	35	7.50	16.50	18	BP	D	S1	TP		0.08830	MG/L	D01 	CBL					38.31870	-76.29215
CB5.1	421727	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB5.1	8/29/2016	12:49:00	35	7.50	16.50	34	B 	D	S1	TP		0.11030	MG/L	D01 	CBL					38.31870	-76.29215
CB5.1	421726	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB5.1	8/8/2016	13:04:00	34.5	4.50	9.50	0.5	S 	D	S1	TP		0.03670	MG/L	D01 	CBL					38.31870	-76.29215
CB5.1	421726	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB5.1	8/8/2016	13:04:00	34.5	4.50	9.50	11	BP	D	S1	TP		0.08240	MG/L	D01 	CBL					38.31870	-76.29215
CB5.1	421726	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB5.1	8/8/2016	13:04:00	34.5	4.50	9.50	33	B 	D	S1	TP		0.09080	MG/L	D01 	CBL					38.31870	-76.29215
CB5.1	421726	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB5.1	8/8/2016	13:04:00	34.5	4.50	9.50	3	AP	D	S1	TP		0.03260	MG/L	D01 	CBL					38.31870	-76.29215
CB5.1	421726	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB5.1	8/8/2016	13:04:00	34.5	4.50	9.50	3	AP	D	S1	TSS		8.80000	MG/L	L01 	CBL					38.31870	-76.29215
CB5.1	421726	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB5.1	8/8/2016	13:04:00	34.5	4.50	9.50	33	B 	D	S1	TSS		12.00000	MG/L	L01 	CBL					38.31870	-76.29215
CB5.1	421726	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB5.1	8/8/2016	13:04:00	34.5	4.50	9.50	11	BP	D	S1	TSS		6.60000	MG/L	L01 	CBL					38.31870	-76.29215
CB5.1	421726	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB5.1	8/8/2016	13:04:00	34.5	4.50	9.50	0.5	S 	D	S1	TSS		11.20000	MG/L	L01 	CBL					38.31870	-76.29215
CB5.1	421727	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB5.1	8/29/2016	12:49:00	35	7.50	16.50	34	B 	D	S1	TSS		4.60000	MG/L	L01 	CBL					38.31870	-76.29215
CB5.1	421727	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB5.1	8/29/2016	12:49:00	35	7.50	16.50	18	BP	D	S1	TSS		3.20000	MG/L	L01 	CBL					38.31870	-76.29215
CB5.1	421727	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB5.1	8/29/2016	12:49:00	35	7.50	16.50	6	AP	D	S1	TSS		4.20000	MG/L	L01 	CBL					38.31870	-76.29215
CB5.1	421727	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB5.1	8/29/2016	12:49:00	35	7.50	16.50	0.5	S 	D	S1	TSS		4.60000	MG/L	L01 	CBL					38.31870	-76.29215
CB5.1	419925	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB5.1	6/27/2016	13:10:00	35	7.50	14.50	6	AP	D	S1	TSS		7.00000	MG/L	L01 	CBL					38.31870	-76.29215
CB5.1	419925	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB5.1	6/27/2016	13:10:00	35	7.50	14.50	34	B 	D	S1	TSS		15.50000	MG/L	L01 	CBL					38.31870	-76.29215
CB5.1	419925	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB5.1	6/27/2016	13:10:00	35	7.50	14.50	16	BP	D	S1	TSS		9.50000	MG/L	L01 	CBL					38.31870	-76.29215
CB5.1	419925	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB5.1	6/27/2016	13:10:00	35	7.50	14.50	0.5	S 	D	S1	TSS		10.00000	MG/L	L01 	CBL					38.31870	-76.29215
CB5.1	419968	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.1	7/11/2016	14:49:00	34	4.50	9.50	3	AP	D	S1	TSS		5.00000	MG/L	L01 	CBL					38.31870	-76.29215
CB5.1	419968	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.1	7/11/2016	14:49:00	34	4.50	9.50	33	B 	D	S1	TSS		6.20000	MG/L	L01 	CBL					38.31870	-76.29215
CB5.1	419968	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.1	7/11/2016	14:49:00	34	4.50	9.50	11	BP	D	S1	TSS		4.20000	MG/L	L01 	CBL					38.31870	-76.29215
CB5.1	419968	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.1	7/11/2016	14:49:00	34	4.50	9.50	0.5	S 	D	S1	TSS		5.10000	MG/L	L01 	CBL					38.31870	-76.29215
CB5.1	419925	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB5.1	6/27/2016	13:10:00	35	7.50	14.50	0.5	S 	ISM	M1	WTEMP		25.30000	DEG C	F01 						38.31870	-76.29215
CB5.1	419968	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.1	7/11/2016	14:49:00	34	4.50	9.50	33	B 	ISM	M1	WTEMP		22.80000	DEG C	F01 						38.31870	-76.29215
CB5.1	419968	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.1	7/11/2016	14:49:00	34	4.50	9.50	3	AP	ISM	M1	WTEMP		26.30000	DEG C	F01 						38.31870	-76.29215
CB5.1	419968	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.1	7/11/2016	14:49:00	34	4.50	9.50	4	M 	ISM	M1	WTEMP		25.60000	DEG C	F01 						38.31870	-76.29215
CB5.1	419968	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.1	7/11/2016	14:49:00	34	4.50	9.50	2	M 	ISM	M1	WTEMP		26.30000	DEG C	F01 						38.31870	-76.29215
CB5.1	419968	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.1	7/11/2016	14:49:00	34	4.50	9.50	1	M 	ISM	M1	WTEMP		26.70000	DEG C	F01 						38.31870	-76.29215
CB5.1	419968	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.1	7/11/2016	14:49:00	34	4.50	9.50	11	BP	ISM	M1	WTEMP		24.20000	DEG C	F01 						38.31870	-76.29215
CB5.1	419968	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.1	7/11/2016	14:49:00	34	4.50	9.50	13	M 	ISM	M1	WTEMP		24.20000	DEG C	F01 						38.31870	-76.29215
CB5.1	419968	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.1	7/11/2016	14:49:00	34	4.50	9.50	12	M 	ISM	M1	WTEMP		24.20000	DEG C	F01 						38.31870	-76.29215
CB5.1	419968	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.1	7/11/2016	14:49:00	34	4.50	9.50	10	M 	ISM	M1	WTEMP		24.20000	DEG C	F01 						38.31870	-76.29215
CB5.1	419968	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.1	7/11/2016	14:49:00	34	4.50	9.50	9	M 	ISM	M1	WTEMP		24.20000	DEG C	F01 						38.31870	-76.29215
CB5.1	419968	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.1	7/11/2016	14:49:00	34	4.50	9.50	8	M 	ISM	M1	WTEMP		24.20000	DEG C	F01 						38.31870	-76.29215
CB5.1	419968	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.1	7/11/2016	14:49:00	34	4.50	9.50	7	M 	ISM	M1	WTEMP		24.80000	DEG C	F01 						38.31870	-76.29215
CB5.1	419968	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.1	7/11/2016	14:49:00	34	4.50	9.50	6	M 	ISM	M1	WTEMP		25.30000	DEG C	F01 						38.31870	-76.29215
CB5.1	419968	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB5.1	7/11/2016	14:49:00	34	4.50	9.50	5	M 	ISM	M1	WTEMP		25.40000	DEG C	F01 						38.31870	-76.29215
CB5.1	419925	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB5.1	6/27/2016	13:10:00	35	7.50	14.50	34	B 	ISM	M1	WTEMP		22.30000	DEG C	F01 						38.31870	-76.29215
CB5.1	419925	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB5.1	6/27/2016	13:10:00	35	7.50	14.50	6	AP	ISM	M1	WTEMP		25.00000	DEG C	F01 						38.31870	-76.29215
CB5.1	419925	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB5.1	6/27/2016	13:10:00	35	7.50	14.50	8	M 	ISM	M1	WTEMP		24.60000	DEG C	F01 						38.31870	-76.29215
CB5.1	419925	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB5.1	6/27/2016	13:10:00	35	7.50	14.50	7	M 	ISM	M1	WTEMP		24.90000	DEG C	F01 						38.31870	-76.29215
